,code,decileMarch20,decileMarch24,scoreMarch20,scoreMarch24,score_change,score_change_code
147,E01027390,0,0,6.1089496,0,-100,0
179,E01018850,0,0,6.6918212,0,-100,0
293,E01019320,0,0,7.9881674,0,-100,0
15765,E01018849,4,0,24.8032025,0,-100,0
30001,E01012295,8,0,38.3357047,0.000564636,-99.99852713,0
73,E01029338,0,0,4.1731497,0.010644206,-99.74493592,0
3292,E01020397,0,0,15.2948704,0.124613117,-99.18526203,0
1880,E01027742,0,0,13.2438204,0.151840226,-98.85350132,0
37,E01016071,0,0,2.4679819,0.029079884,-98.82171406,0
103,E01026361,0,0,5.1236657,0.135520912,-97.35500089,0
33366,E01029328,9,0,52.6473068,1.522769335,-97.1076026,0
41,E01020286,0,0,2.6551112,0.082516494,-96.89216431,0
21047,E01028851,6,0,28.5063172,1.163873352,-95.91713885,0
26790,E01019356,7,0,33.7657322,1.635078513,-95.15758017,0
128,E01026784,0,0,5.6380347,0.282097878,-94.99652108,0
26059,E01025322,7,0,32.9441231,1.664823179,-94.94652453,0
1136,E01020303,0,0,11.6787807,0.625156833,-94.64707105,0
33646,E01019131,9,0,62.6692124,4.051386686,-93.53528386,0
18789,E01026787,5,0,26.8612309,1.741527772,-93.51657495,0
1471,E01026774,0,0,12.4735088,0.865009301,-93.06522876,0
491,E01014059,0,0,9.2150206,0.669411797,-92.73564514,0
85,E01026786,0,0,4.7040437,0.358190532,-92.38547609,0
1328,E01026785,0,0,12.1819572,0.930862976,-92.35867471,0
44,E01025320,0,0,2.7612267,0.221408223,-91.98152678,0
24067,E01027472,7,0,31.0153275,2.876786736,-90.72462886,0
1170,E01028980,0,0,11.780344,1.11213909,-90.5593666,0
29689,E01020173,8,0,37.7696651,3.642488068,-90.35604881,0
32848,E01033289,9,0,47.3960789,4.655328,-90.17782039,0
8584,E01026424,2,0,19.9596459,1.974820021,-90.1059366,0
5569,E01028852,1,0,17.5909571,1.932212363,-89.01587701,0
251,E01018974,0,0,7.5853341,0.970169747,-87.20992729,0
1472,E01018068,0,0,12.4739206,1.624869604,-86.97386607,0
33753,E01019090,9,2,131.6544636,18.28147809,-86.11404612,0
262,E01026775,0,0,7.660952,1.117442411,-85.41379178,0
2172,E01018958,0,0,13.7594366,2.026337743,-85.27310527,0
16475,E01020890,4,0,25.2721326,3.758102066,-85.12946206,0
11916,E01020891,3,0,22.2010207,3.322853979,-85.03287743,0
21124,E01012294,6,0,28.5667418,4.371379881,-84.69766027,0
8080,E01035072,2,0,19.5844908,3.035457984,-84.5007051,0
10732,E01020431,3,0,21.4143485,3.343609581,-84.38612512,0
1841,E01022186,0,0,13.1685172,2.081706771,-84.19179062,0
2291,E01013029,0,0,13.9525183,2.24548984,-83.90620394,0
130,E01026783,0,0,5.6636523,0.929095818,-83.59546511,0
978,E01024533,0,0,11.1816495,1.871491298,-83.26283347,0
7148,E01034570,2,0,18.9148651,3.172502886,-83.22746227,0
10590,E01028031,3,0,21.3218209,3.71576408,-82.57295145,0
7707,E01022266,2,0,19.3154734,3.500113331,-81.87922575,0
1216,E01019225,0,0,11.9005967,2.249901441,-81.09421319,0
2685,E01018957,0,0,14.5387711,2.765087746,-80.98128289,0
3509,E01020538,1,0,15.5464392,3.003731591,-80.6789738,0
18309,E01020489,5,0,26.5336254,5.293510946,-80.04980146,0
11995,E01014020,3,0,22.2519926,4.528009397,-79.65121831,1
67,E01019107,0,0,3.7830901,0.771261568,-79.61292099,1
29988,E01013809,8,0,38.314099,8.264920312,-78.4285145,1
1096,E01027366,0,0,11.5579855,2.513431287,-78.25372521,1
395,E01026444,0,0,8.7005865,1.979097809,-77.25328276,1
11224,E01017323,3,0,21.735833,5.079762082,-76.62954955,1
32993,E01031204,9,0,48.513583,11.76717721,-75.74457196,1
1442,E01026776,0,0,12.4323651,3.017621626,-75.7276946,1
31891,E01013797,9,0,43.0914235,10.46393222,-75.71690288,1
174,E01020862,0,0,6.6130575,1.620244229,-75.49931739,1
12198,E01026387,3,0,22.3810559,5.567955518,-75.12201595,1
137,E01030295,0,0,5.8901153,1.506526683,-74.42279809,1
7864,E01018152,2,0,19.4356796,5.014961475,-74.19713857,1
2331,E01026653,0,0,14.0108251,3.702565258,-73.57353881,1
3280,E01026887,0,0,15.2816763,4.203485555,-72.49329542,1
13409,E01028032,3,0,23.1902275,6.385849472,-72.46318747,1
51,E01020070,0,0,3.1315726,0.897331572,-71.34565642,1
8324,E01022265,2,0,19.7627565,5.705685866,-71.12909899,1
33621,E01022384,9,2,61.4886599,17.90985034,-70.87292133,1
888,E01018153,0,0,10.8700676,3.235913386,-70.23097275,1
7633,E01035762,2,0,19.2579104,5.766924526,-70.05425612,1
25368,E01027761,7,0,32.2401831,9.791197814,-69.63045221,1
26663,E01020099,7,0,33.639905,10.25051069,-69.52871689,1
15316,E01019200,4,0,24.4993735,7.470241415,-69.508439,1
3841,E01029125,1,0,15.9186203,4.884562254,-69.31541703,1
28824,E01018942,8,0,36.3603098,11.19515482,-69.21050759,1
3533,E01031973,1,0,15.5807497,4.903352161,-68.52942089,1
14679,E01026651,4,0,24.0691927,7.599927016,-68.42467003,1
2307,E01030097,0,0,13.9721956,4.421750687,-68.35321511,1
672,E01020075,0,0,10.0592076,3.261391856,-67.57804406,1
1280,E01021098,0,0,12.0613837,3.935651914,-67.36981418,1
26566,E01019202,7,0,33.5222528,10.98977717,-67.2164719,1
1856,E01020537,0,0,13.2052542,4.363720333,-66.95466617,1
28923,E01020101,8,0,36.4906495,12.08330485,-66.88657226,1
7402,E01023998,2,0,19.0951558,6.475342549,-66.0890824,1
1918,E01019957,0,0,13.3076452,4.57066648,-65.65382972,1
27619,E01013792,8,0,34.7131514,11.95998242,-65.54624995,1
2383,E01019956,0,0,14.1020029,4.946229248,-64.92534228,1
6888,E01031960,2,0,18.7049861,6.577635519,-64.83485482,1
10820,E01026726,3,0,21.4696902,7.666548368,-64.29129486,1
280,E01019219,0,0,7.8499398,2.817576881,-64.10702562,1
5673,E01024532,1,0,17.6782459,6.399219421,-63.80172865,1
23671,E01016256,7,0,30.6470937,11.13147944,-63.67851531,1
11073,E01030083,3,0,21.6337965,7.871656091,-63.61407906,1
745,E01021102,0,0,10.3620316,3.784546522,-63.47679038,1
24709,E01019201,7,0,31.6212036,11.55246787,-63.46607165,1
7999,E01033446,2,0,19.531815,7.151669501,-63.38451137,1
5648,E01013047,1,0,17.6595113,6.473185556,-63.3444808,1
60,E01018760,0,0,3.446286,1.273823712,-63.03778294,1
15429,E01031519,4,0,24.5673479,9.091945788,-62.99174895,1
3506,E01019955,1,0,15.5448088,5.753145089,-62.98992697,1
32674,E01020098,9,2,46.5102616,17.52517572,-62.31976531,1
2623,E01018845,0,0,14.4437839,5.498503075,-61.93169938,1
28413,E01032033,8,0,35.7755217,13.63988896,-61.8736826,1
6143,E01026259,1,0,18.0948372,6.905530908,-61.83701002,1
3236,E01019958,0,0,15.2240254,5.837177193,-61.65812234,1
3471,E01026442,1,0,15.5002801,5.978083502,-61.4324163,1
2604,E01019953,0,0,14.4185222,5.561892877,-61.42536108,1
2929,E01019952,0,0,14.850172,5.744546949,-61.31663021,1
355,E01020311,0,0,8.4298446,3.28609157,-61.01836124,1
6686,E01013046,1,0,18.5460796,7.272106515,-60.78898252,1
16595,E01014032,4,0,25.3552418,9.953901038,-60.7422358,1
1828,E01033448,0,0,13.1357377,5.157615711,-60.73600259,1
5835,E01015187,1,0,17.8405011,7.009159182,-60.71209467,1
451,E01028961,0,0,9.0213426,3.591196349,-60.19221852,1
31218,E01019027,9,1,41.0387838,16.50101572,-59.79165512,2
33470,E01022500,9,4,54.9229847,22.12352352,-59.7190072,2
19404,E01026050,5,0,27.3237824,11.0490582,-59.5624865,2
30751,E01020172,9,1,39.959739,16.17827243,-59.51356832,2
7886,E01015183,2,0,19.4506599,8.017577203,-58.77992189,2
2851,E01019954,0,0,14.7573825,6.101560426,-58.65418257,2
25677,E01018967,7,0,32.5410757,13.71449682,-57.85481419,2
1868,E01013048,0,0,13.2223879,5.58699307,-57.74596002,2
16797,E01028890,4,0,25.4860334,10.77394627,-57.72607647,2
8241,E01027999,2,0,19.7052043,8.336829508,-57.69224525,2
3399,E01021103,1,0,15.4229284,6.545269944,-57.56143208,2
77,E01021207,0,0,4.3479995,1.852889227,-57.38524748,2
12,E01027505,0,0,1.096775,0.468678422,-57.26758708,2
33357,E01030861,9,4,52.3929596,22.40707783,-57.23265491,2
10269,E01026049,3,0,21.1038729,9.059801025,-57.0704341,2
2731,E01020856,0,0,14.6031546,6.292956137,-56.90687177,2
7051,E01015247,2,0,18.8369233,8.126175214,-56.86039018,2
3633,E01019224,1,0,15.6799962,6.812533557,-56.55270913,2
22330,E01020441,6,0,29.4950812,12.82307142,-56.52471226,2
19387,E01026048,5,0,27.3070525,11.8805432,-56.49276611,2
770,E01026935,0,0,10.4676301,4.55878687,-56.44872023,2
12705,E01013049,3,0,22.7287766,9.908957443,-56.40347205,2
1923,E01024031,0,0,13.3117594,5.829892018,-56.2049475,2
32738,E01019257,9,3,46.8466613,20.57752784,-56.07471851,2
28302,E01016802,8,1,35.6389478,15.67324636,-56.02214058,2
10662,E01026684,3,0,21.3681734,9.439189122,-55.82594289,2
33712,E01031478,9,7,70.4832612,31.27834743,-55.62301332,2
5014,E01012987,1,0,17.0691572,7.597109245,-55.49218303,2
3263,E01031951,0,0,15.2603712,6.797580084,-55.4559978,2
23397,E01020115,6,0,30.3791212,13.61915902,-55.169345,2
14980,E01028889,4,0,24.2636738,10.8911846,-55.11320879,2
5501,E01029271,1,0,17.5237804,7.870506494,-55.08670895,2
92,E01020108,0,0,4.9087775,2.207167367,-55.03631267,2
11687,E01026074,3,0,22.0568186,9.953753278,-54.8722168,2
362,E01019002,0,0,8.4809112,3.852176035,-54.5782765,2
15019,E01026492,4,0,24.2909848,11.03558374,-54.5692205,2
33557,E01016264,9,5,57.5621283,26.20752969,-54.47088136,2
14710,E01018670,4,0,24.0849965,10.97134373,-54.44739331,2
11040,E01015186,3,0,21.6075067,9.847485753,-54.42562675,2
9447,E01026648,2,0,20.5468604,9.429666146,-54.10653519,2
4097,E01015189,1,0,16.1994651,7.434627645,-54.1057214,2
13259,E01028886,3,0,23.0863152,10.61144595,-54.03577464,2
13148,E01031197,3,0,23.023491,10.60104539,-53.95552573,2
8875,E01015248,2,0,20.1697235,9.290129636,-53.94022315,2
27280,E01019025,8,1,34.313054,15.82817586,-53.8712705,2
16522,E01029203,4,0,25.2995783,11.74200182,-53.58815201,2
1744,E01020432,0,0,13.0051053,6.041980727,-53.54147015,2
14709,E01023497,4,0,24.0841851,11.20413486,-53.47928604,2
2555,E01029052,0,0,14.3522182,6.686090381,-53.41423682,2
28620,E01019092,8,1,36.0533901,16.81591237,-53.35830465,2
13281,E01028887,3,0,23.1041426,10.7856281,-53.31734101,2
14004,E01026654,4,0,23.5964346,11.01812386,-53.30598013,2
15601,E01012366,4,0,24.6887223,11.55768271,-53.18638783,2
5764,E01029136,1,0,17.7720817,8.339100912,-53.0775232,2
24826,E01027601,7,1,31.7329598,14.95656739,-52.86740512,2
20279,E01026072,6,0,27.9490804,13.18031838,-52.84167426,2
2322,E01028092,0,0,13.9860052,6.6180676,-52.68078693,2
292,E01012986,0,0,7.9517499,3.772483087,-52.5578252,2
19136,E01031506,5,0,27.1223648,12.869896,-52.54876892,2
2139,E01028093,0,0,13.709201,6.508333766,-52.52579807,2
3692,E01026716,1,0,15.7554974,7.49850752,-52.40704035,2
19916,E01013293,5,0,27.6871288,13.21494354,-52.27044438,2
6791,E01026649,2,0,18.6373484,8.896559187,-52.26488771,2
7672,E01019083,2,0,19.2924406,9.219312563,-52.2128239,2
33725,E01013998,9,8,73.4100178,35.0990145,-52.18770468,2
4840,E01027743,1,0,16.9101434,8.101658727,-52.08994664,2
29142,E01032032,8,2,36.8557183,17.68134118,-52.02551464,2
19114,E01026073,5,0,27.1015995,13.00325972,-52.02032366,2
20434,E01031518,6,0,28.0506234,13.4704603,-51.97803588,2
16973,E01018757,5,0,25.5838962,12.28683174,-51.97435276,2
31473,E01016326,9,3,41.7199227,20.08389211,-51.86018858,2
6205,E01014953,1,0,18.1461218,8.77440979,-51.64581233,2
13752,E01019319,4,0,23.4354975,11.36007103,-51.52622202,2
11019,E01026502,3,0,21.5924625,10.47033681,-51.50929723,2
33,E01013125,0,0,2.2676175,1.105139942,-51.26427002,2
15563,E01030283,4,0,24.6578289,12.02992221,-51.21256516,2
8397,E01015244,2,0,19.8206771,9.699178898,-51.06535035,2
22210,E01017324,6,1,29.3967124,14.39818389,-51.02110844,2
32889,E01026363,9,4,47.71389,23.428429,-50.89809487,2
49,E01020097,0,0,3.0987772,1.521656718,-50.89492984,2
418,E01020302,0,0,8.8170002,4.331824419,-50.86963456,2
18555,E01026446,5,0,26.6936674,13.13337532,-50.79965927,2
19807,E01026655,5,0,27.6124358,13.60093278,-50.74345169,2
4245,E01030528,1,0,16.3715806,8.065315099,-50.73588009,2
4544,E01021101,1,0,16.6447746,8.236526308,-50.51584352,2
9408,E01015185,2,0,20.5274814,10.16485232,-50.48173654,2
9686,E01015246,2,0,20.7213624,10.2709216,-50.43317422,2
2488,E01026441,0,0,14.2419148,7.071625591,-50.34638467,2
6366,E01014954,1,0,18.2742957,9.078954491,-50.31844379,2
27560,E01031517,8,1,34.6580164,17.25168491,-50.22310363,2
16581,E01032193,4,0,25.3465062,12.67220231,-50.00414572,2
24868,E01014890,7,1,31.7870347,15.93138431,-49.88087294,2
15820,E01013290,4,0,24.8450173,12.45857292,-49.85484304,2
28705,E01015521,8,2,36.1619616,18.14662452,-49.818473,2
5731,E01015188,1,0,17.7407919,8.923126039,-49.70277489,2
11799,E01026500,3,0,22.12853,11.13396941,-49.68500207,2
31158,E01019315,9,3,40.9223526,20.61962256,-49.61281244,2
6545,E01015245,1,0,18.4272883,9.297946253,-49.54251487,2
1443,E01014060,0,0,12.4328837,6.295238329,-49.36622524,2
6166,E01028107,1,0,18.1110576,9.172251872,-49.35551487,2
29223,E01015524,8,2,36.965234,18.74643446,-49.28630923,2
23777,E01020114,7,1,30.7434499,15.6012112,-49.25354426,2
2897,E01022993,0,0,14.8078829,7.533957798,-49.12197882,2
3530,E01032429,1,0,15.5743504,7.92594736,-49.10896984,2
1276,E01026650,0,0,12.0514702,6.139141193,-49.05898541,2
3247,E01028023,0,0,15.2378337,7.807145014,-48.76473148,2
32687,E01031934,9,4,46.5776863,23.88901327,-48.7114643,2
16577,E01024704,4,0,25.3418597,13.02606336,-48.59862886,2
1189,E01027798,0,0,11.8079677,6.071696767,-48.57966315,2
12636,E01027562,3,0,22.6873077,11.68292334,-48.50458461,2
25597,E01015522,7,1,32.4609618,16.74058337,-48.42856637,2
33693,E01017737,9,8,66.0430993,34.08269233,-48.3932573,2
16084,E01024702,4,0,25.0159624,12.91387145,-48.37747497,2
64,E01023997,0,0,3.6489987,1.884688085,-48.35054107,2
4602,E01022233,1,0,16.699119,8.626722668,-48.34025275,2
15882,E01029325,4,0,24.8943369,12.86451878,-48.32351296,2
303,E01020791,0,0,8.0548449,4.165928895,-48.28045796,2
32794,E01031936,9,5,47.1226,24.38223999,-48.25786355,2
3710,E01020796,1,0,15.7767442,8.166193825,-48.23904272,2
30734,E01031935,9,3,39.9013101,20.66837353,-48.20126588,2
20067,E01018966,5,1,27.7938067,14.40032393,-48.18873109,2
27584,E01031657,8,2,34.6778419,17.97538618,-48.16463425,2
1598,E01019937,0,0,12.7204785,6.598753841,-48.12495583,2
20754,E01014051,6,1,28.2830415,14.68557354,-48.07639929,2
11672,E01034079,3,0,22.0483989,11.45109713,-48.06381553,2
6376,E01028108,1,0,18.2873713,9.50970535,-47.99851113,2
29070,E01023046,8,2,36.7171431,19.12410976,-47.91503875,2
30118,E01033443,8,3,38.5394068,20.07702923,-47.90519394,2
33541,E01027047,9,7,57.1218495,29.77972547,-47.86631433,2
345,E01020258,0,0,8.3893112,4.377072923,-47.82559832,2
5930,E01028030,1,0,17.9175285,9.361363599,-47.75304195,2
749,E01030058,0,0,10.3764633,5.431727999,-47.65337821,2
5116,E01032427,1,0,17.1622048,8.996048337,-47.58221079,2
33050,E01027046,9,5,48.9269347,25.69369897,-47.48557389,2
20542,E01019132,6,1,28.1321585,14.79899648,-47.39473518,2
35,E01020309,0,0,2.4174835,1.276612716,-47.19249517,2
33419,E01031957,9,6,53.6253237,28.32283383,-47.18384547,2
23285,E01013060,6,1,30.280525,16.0287069,-47.06595442,2
31679,E01019726,9,4,42.3634901,22.44369203,-47.02114491,2
3594,E01021099,1,0,15.6426139,8.29402248,-46.97802725,2
5364,E01020100,1,0,17.4089667,9.234767577,-46.95395921,2
29369,E01015523,8,3,37.2077635,19.74271746,-46.93925244,2
1531,E01020273,0,0,12.5958391,6.700173594,-46.80645298,2
1679,E01032472,0,0,12.8850639,6.861391204,-46.74926521,2
11605,E01023491,3,0,21.9951349,11.716761,-46.73021534,2
4462,E01022251,1,0,16.5636036,8.824691048,-46.72239652,2
18030,E01029202,5,0,26.3311256,14.03221592,-46.70863624,2
145,E01020905,0,0,6.0760423,3.239387641,-46.68589386,2
31226,E01015519,9,4,41.0508382,21.96731581,-46.48753405,2
630,E01028035,0,0,9.8437744,5.281024891,-46.35162615,2
1363,E01018115,0,0,12.2529614,6.584145713,-46.26486204,2
616,E01022216,0,0,9.7733148,5.259299186,-46.18715048,2
2766,E01026501,0,0,14.6535954,7.896621936,-46.11136912,2
1692,E01019301,0,0,12.9080989,6.958560733,-46.09151366,2
2505,E01028064,0,0,14.2755225,7.696208972,-46.08807508,2
4586,E01019613,1,0,16.6875145,9.00295427,-46.04975912,2
70,E01028993,0,0,3.9105001,2.111501424,-46.00431223,2
30820,E01012472,9,3,40.1195117,21.70335201,-45.90324983,2
13627,E01026109,4,0,23.3508148,12.6362637,-45.88512731,2
11818,E01018954,3,0,22.1422791,11.99438903,-45.83037737,2
3896,E01032705,1,0,15.9795206,8.657160221,-45.82340461,2
16814,E01026934,4,0,25.4919371,13.83668267,-45.72133686,2
6625,E01032709,1,0,18.4893284,10.03640269,-45.71786237,2
31685,E01015520,9,4,42.3858261,23.01827682,-45.69345713,2
6917,E01020260,2,0,18.7280793,10.18584717,-45.61189643,2
33406,E01023000,9,6,53.2822334,29.04790745,-45.48293943,2
12194,E01018847,3,0,22.3790904,12.20400081,-45.46694886,2
23584,E01013796,6,1,30.5644614,16.68816755,-45.40009283,2
8661,E01026499,2,0,20.0188989,10.94826407,-45.31035835,2
33630,E01031202,9,8,62.0675402,33.96583162,-45.27601462,2
30851,E01023045,9,4,40.1943332,22.0069436,-45.24864118,2
33492,E01027048,9,7,55.4670851,30.37304436,-45.2413187,2
23780,E01019384,7,1,30.7468107,16.83969807,-45.23107376,2
17951,E01029205,5,1,26.2807113,14.40206914,-45.19908928,2
33482,E01027049,9,7,55.2332932,30.31359443,-45.11716997,2
21023,E01028960,6,1,28.4885649,15.63932657,-45.10314359,2
17699,E01029747,5,1,26.1046298,14.33649568,-45.08063975,2
16453,E01028713,4,0,25.2578042,13.87665425,-45.05993419,2
33641,E01017736,9,8,62.3969347,34.30023041,-45.02898167,2
31577,E01022998,9,4,42.0020343,23.11175093,-44.97468679,2
10965,E01015184,3,0,21.5527739,11.87498439,-44.90275618,2
132,E01020153,0,0,5.755923,3.184883896,-44.66771192,2
31130,E01012921,9,4,40.8398725,22.64339342,-44.55567064,2
18055,E01028842,5,1,26.3466456,14.619992,-44.5090953,2
32931,E01013793,9,5,47.9715837,26.64923579,-44.44787156,2
195,E01026875,0,0,6.9415873,3.85826305,-44.4181441,2
33676,E01017738,9,8,65.0685688,36.18040805,-44.39649018,2
6808,E01034506,2,0,18.6472924,10.36970599,-44.3902859,2
8647,E01019383,2,0,20.0098813,11.1302115,-44.37642418,2
1976,E01030057,0,0,13.4231422,7.471294636,-44.34019602,2
4494,E01026503,1,0,16.595267,9.266209297,-44.16354195,2
6125,E01033843,1,0,18.0761567,10.09599839,-44.14742825,2
33546,E01031884,9,7,57.2807843,32.02801323,-44.08593803,2
1674,E01027759,0,0,12.8679985,7.203075775,-44.02333995,2
20021,E01035112,5,1,27.7557988,15.54461866,-43.99505929,2
26084,E01024378,7,2,32.9687433,18.46772198,-43.98414943,2
23503,E01026019,6,1,30.4903075,17.10086706,-43.91375994,2
12474,E01018789,3,0,22.5717741,12.67398514,-43.85029248,2
17411,E01032973,5,1,25.9018312,14.57225703,-43.74043703,2
2337,E01031187,0,0,14.0239808,7.900728321,-43.6627272,2
23146,E01016301,6,1,30.1499459,16.99304471,-43.63822488,2
12065,E01018794,3,0,22.2995264,12.58379011,-43.56924949,2
4557,E01021188,1,0,16.6589783,9.416591632,-43.47437482,2
10891,E01033841,3,0,21.5062185,12.15806949,-43.46719072,2
7553,E01018336,2,0,19.2016874,10.85745587,-43.45572007,2
7786,E01014004,2,0,19.3692422,10.96543657,-43.38737441,2
8182,E01034505,2,0,19.6546755,11.13170613,-43.36357202,2
4559,E01033842,1,0,16.6610512,9.438509796,-43.3498542,2
22244,E01035070,6,1,29.4203515,16.68180314,-43.29842341,2
796,E01026701,0,0,10.5455811,6.023404477,-42.88219473,2
568,E01024534,0,0,9.5863646,5.477685879,-42.85961251,2
4023,E01018934,1,0,16.1099856,9.214305357,-42.80376417,2
27775,E01026366,8,3,34.8981928,19.99342749,-42.7092755,2
32479,E01013791,9,5,45.5238531,26.08601913,-42.69812998,2
5733,E01028065,1,0,17.7439117,10.17434467,-42.66008056,2
21228,E01024420,6,1,28.6625578,16.43753898,-42.65152785,2
10825,E01020389,3,0,21.4737219,12.32726869,-42.59370243,2
9770,E01019368,2,0,20.7718782,11.9324145,-42.55495636,2
7341,E01028029,2,0,19.052651,10.94632716,-42.54696021,2
13725,E01035069,4,0,23.4209946,13.46132207,-42.52454987,2
31340,E01019725,9,4,41.3968991,23.79315662,-42.52430222,2
8026,E01027744,2,0,19.5506166,11.2372714,-42.52216371,2
24423,E01018752,7,2,31.3498418,18.02189038,-42.5136162,2
4338,E01019004,1,0,16.4540144,9.463735242,-42.48373065,2
123,E01025887,0,0,5.5587217,3.200272014,-42.42791443,2
32369,E01026329,9,5,44.9787661,25.89676251,-42.42447102,2
30330,E01019258,8,4,38.9736842,22.45424611,-42.38613421,2
33532,E01031203,9,7,56.7732994,32.72218971,-42.36341721,2
30929,E01022176,9,4,40.3722049,23.27180822,-42.35685596,2
5585,E01028066,1,0,17.598672,10.16042036,-42.26598257,2
21533,E01019618,6,1,28.8980474,16.69175455,-42.2391613,2
15641,E01029215,4,1,24.7162161,14.28012539,-42.22365862,2
4012,E01028263,1,0,16.1014177,9.305931915,-42.20426991,2
10138,E01032974,3,0,21.010031,12.14529993,-42.192851,2
10892,E01018791,3,0,21.5064883,12.45388949,-42.09240805,2
33742,E01025912,9,9,89.1861998,51.65496506,-42.08188578,2
33287,E01026719,9,7,51.5482594,29.86036441,-42.07299188,2
18245,E01013268,5,1,26.4818469,15.35193177,-42.02847018,2
1588,E01019291,0,0,12.7067619,7.371469955,-41.98781709,2
133,E01020109,0,0,5.7777049,3.35509431,-41.93032756,2
5763,E01028678,1,0,17.771094,10.32604864,-41.89413076,2
32242,E01031958,9,5,44.4172888,25.81182569,-41.88788557,2
4167,E01027994,1,0,16.289761,9.473469984,-41.84402102,2
28562,E01012554,8,3,35.9697405,20.92980472,-41.81274474,2
32456,E01033534,9,5,45.3802656,26.40987407,-41.8031743,2
32862,E01027901,9,6,47.5134619,27.65912035,-41.78677107,2
31958,E01032034,9,5,43.3099324,25.24284228,-41.71581234,2
20448,E01019104,6,1,28.0664637,16.37175119,-41.6679231,2
14085,E01018790,4,0,23.650755,13.79727521,-41.6624323,2
321,E01020131,0,0,8.1906437,4.779880294,-41.64218993,2
9773,E01018338,2,0,20.7722356,12.13845333,-41.56404941,2
12451,E01026495,3,0,22.5548794,13.18068364,-41.56171972,2
32600,E01033533,9,6,46.0386399,26.91037326,-41.54828788,2
10243,E01020271,3,0,21.083539,12.3257132,-41.53868949,2
6581,E01018932,1,0,18.4541721,10.79040761,-41.52862802,2
24179,E01029131,7,2,31.0970449,18.18311764,-41.52782781,2
25710,E01026020,7,2,32.5792842,19.06253022,-41.48879974,2
23315,E01027634,6,2,30.3044508,17.73973957,-41.4616035,2
1953,E01021109,0,0,13.3797586,7.839978284,-41.40418734,2
5270,E01032428,1,0,17.3354003,10.17138627,-41.32592212,2
20883,E01034790,6,1,28.3813446,16.66025076,-41.2985854,2
26764,E01022630,7,3,33.7276594,19.80190653,-41.28882085,2
11007,E01018795,3,0,21.5828117,12.6756328,-41.26977998,2
7208,E01024365,2,0,18.9551634,11.1389741,-41.23514599,2
19865,E01019339,5,1,27.6594341,16.26499214,-41.19549923,2
124,E01020465,0,0,5.5703255,3.277533813,-41.16082062,2
4472,E01014056,1,0,16.5732049,9.757465092,-41.12505607,2
655,E01027474,0,0,9.9982426,5.900270446,-40.98692459,2
11957,E01014135,3,0,22.2279761,13.13876713,-40.89085273,2
7290,E01026872,2,0,19.0127728,11.24019418,-40.88082628,2
33083,E01035754,9,6,49.3110267,29.16306558,-40.85893657,2
32392,E01033532,9,5,45.1091309,26.72345819,-40.75820647,2
447,E01023495,0,0,9.0076337,5.33937345,-40.72390565,2
26064,E01029134,7,2,32.9502416,19.55025253,-40.66734695,2
28806,E01013051,8,3,36.3294146,21.56376077,-40.64379785,2
6769,E01020798,2,0,18.6157795,11.06153251,-40.57980483,2
33289,E01014009,9,7,51.5606334,30.65118105,-40.55313321,2
33136,E01035753,9,7,49.7661891,29.59007085,-40.54181888,2
529,E01020046,0,0,9.4033568,5.593298766,-40.51806302,2
8511,E01028261,2,0,19.9060836,11.8432491,-40.50437372,2
5539,E01028067,1,0,17.5618835,10.45871058,-40.44653249,2
32727,E01017715,9,6,46.8036801,27.88343431,-40.42469685,2
900,E01026702,0,0,10.9155186,6.506231112,-40.3946679,2
29965,E01016302,8,4,38.2728218,22.81707757,-40.38307995,2
8534,E01033840,2,0,19.9197849,11.87761696,-40.37276497,2
16507,E01020112,4,1,25.2917453,15.08211933,-40.36742363,2
33729,E01019303,9,9,75.5794729,45.07917925,-40.35526113,2
21341,E01027044,6,1,28.7474481,17.14778025,-40.35025233,2
12368,E01012538,3,0,22.4974542,13.42408721,-40.33063879,2
15371,E01026331,4,1,24.5294701,14.63793416,-40.32511058,2
11705,E01020269,3,0,22.0668029,13.16974948,-40.31872428,2
4528,E01027993,1,0,16.6316957,9.926850985,-40.31365674,2
10520,E01031993,3,0,21.2622835,12.72027879,-40.17444649,2
22965,E01020867,6,2,29.9977102,17.95291114,-40.15239488,2
7045,E01010855,2,0,18.8349917,11.27454217,-40.14044524,2
15590,E01018786,4,1,24.6784842,14.77868514,-40.1151018,2
8976,E01020272,2,0,20.2355666,12.1200564,-40.10517898,2
1725,E01019292,0,0,12.9517812,7.758211486,-40.09927,2
32605,E01017696,9,6,46.1025997,27.61994205,-40.09027206,2
2477,E01026493,0,0,14.2228981,8.522960679,-40.07578048,2
10444,E01006108,3,0,21.2141808,12.73472072,-39.97071655,3
21264,E01027875,6,1,28.6932765,17.23244949,-39.94255244,3
25138,E01033539,7,2,32.0455163,19.24751607,-39.93694502,3
21953,E01018822,6,2,29.2145224,17.54745103,-39.93586206,3
12050,E01022267,3,0,22.2855562,13.39202233,-39.90716585,3
3344,E01023496,0,0,15.3570308,9.258519931,-39.71152333,3
23942,E01020177,7,2,30.8824733,18.62221489,-39.69972964,3
8957,E01026901,2,0,20.2225327,12.19526346,-39.69467803,3
8670,E01026017,2,0,20.0263915,12.08610807,-39.64909721,3
7847,E01006106,2,0,19.4265019,11.7253394,-39.6425591,3
