,code,decileMarch20,decileMarch24,scoreMarch20,scoreMarch24,score_change,score_change_code
25539,E01017162,7,6,32.4138449,28.65303719,-11.60247333,4
24327,E01015064,7,6,31.2496472,27.6241812,-11.60162217,4
17922,E01002217,5,4,26.2568536,23.21073153,-11.60124558,4
12385,E01008387,3,3,22.5063199,19.89541811,-11.60074949,4
22575,E01000849,6,5,29.6821879,26.23905707,-11.59999002,4
32781,E01006088,9,9,47.0743004,41.61419854,-11.59890177,4
12717,E01018565,3,3,22.7343426,20.09768703,-11.59767677,4
18210,E01007096,5,4,26.4566889,23.38856243,-11.5967893,4
16232,E01003753,4,4,25.1202205,22.20771281,-11.59427597,4
20751,E01005716,6,5,28.2796844,25.00104099,-11.59363508,4
590,E01025204,0,0,9.6743779,8.553129066,-11.58988046,4
14568,E01018542,4,3,23.9882949,21.20810057,-11.58979553,4
24163,E01034063,7,6,31.0817211,27.47945419,-11.58966359,4
24693,E01028305,7,6,31.6070062,27.94421629,-11.58853794,4
20166,E01028552,5,5,27.863803,24.63491678,-11.58810309,4
8869,E01013632,2,2,20.1624033,17.82596424,-11.58809802,4
30923,E01022451,9,8,40.3558088,35.67947933,-11.58774811,4
15983,E01012722,4,4,24.9585847,22.06660963,-11.5870956,4
2865,E01001080,0,0,14.7722192,13.06059366,-11.58678678,4
27800,E01018680,8,7,34.9326035,30.88525761,-11.58615586,4
4820,E01009517,1,1,16.890207,14.9332925,-11.58608951,4
25184,E01022683,7,6,32.0841628,28.36721378,-11.58499613,4
274,E01019799,0,0,7.8242143,6.917854513,-11.58403582,4
22663,E01002138,6,5,29.7626272,26.31509841,-11.58341555,4
18916,E01006488,5,4,26.9428151,23.82198459,-11.58316417,4
14872,E01019536,4,3,24.19106,21.38923816,-11.58205487,4
19606,E01024083,5,4,27.4661003,24.28504936,-11.58173494,4
595,E01018953,0,0,9.6908436,8.568614822,-11.58030018,4
33466,E01035337,9,9,54.8534948,48.50159662,-11.57975113,4
3445,E01020741,1,0,15.4779605,13.6856967,-11.57945715,4
22456,E01034759,6,5,29.5940978,26.16731657,-11.57927252,4
12912,E01012606,3,3,22.8685247,20.2205838,-11.5789756,4
9608,E01007358,2,2,20.6646252,18.27189256,-11.57888236,4
20459,E01019754,6,5,28.0728937,24.82242697,-11.57866646,4
20304,E01024057,6,5,27.9644184,24.72710079,-11.57655977,4
6074,E01012059,1,1,18.0272254,15.94075673,-11.57398672,4
29490,E01011120,8,7,37.4310674,33.09905235,-11.57331424,4
28042,E01028136,8,7,35.2745253,31.19246558,-11.57225982,4
13985,E01028545,4,3,23.5856987,20.85632899,-11.57213844,4
22052,E01028308,6,5,29.2813354,25.89324073,-11.57083385,4
28694,E01016727,8,7,36.1430578,31.96225919,-11.56736276,4
19551,E01000789,5,4,27.4273121,24.25472161,-11.56726725,4
1664,E01019082,0,0,12.8473999,11.36134248,-11.56698964,4
22400,E01005217,6,5,29.5496612,26.13235834,-11.56460926,4
31200,E01016848,9,8,41.0101112,36.26785342,-11.56363062,4
5179,E01030261,1,1,17.232442,15.24016793,-11.56118249,4
23291,E01005118,6,5,30.281647,26.78127017,-11.5594004,4
26904,E01024540,7,7,33.8673566,29.95266988,-11.55887885,4
18163,E01029851,5,4,26.4250229,23.3712105,-11.5565175,4
26476,E01022631,7,6,33.4155318,29.55425602,-11.55533243,4
24550,E01014283,7,6,31.4762564,27.83918664,-11.55496295,4
3728,E01025504,1,0,15.8013716,13.97570046,-11.55387761,4
1994,E01019148,0,0,13.4640359,11.90850576,-11.55322336,4
26389,E01013527,7,6,33.310209,29.46181989,-11.55318211,4
18769,E01008309,5,4,26.8495449,23.7477082,-11.55266024,4
8010,E01012579,2,2,19.5431463,17.28543591,-11.5524407,4
20109,E01005347,5,5,27.8264805,24.61211812,-11.55145141,4
4738,E01032458,1,1,16.8237443,14.88050548,-11.55057274,4
9532,E01032814,2,2,20.6014304,18.22204616,-11.54960694,4
22766,E01025578,6,5,29.8455683,26.398913,-11.54829846,4
24863,E01032320,7,6,31.7811108,28.11103422,-11.54798082,4
6022,E01011750,1,1,17.9789039,15.90318409,-11.54530787,4
24216,E01021642,7,6,31.1359163,27.54121792,-11.54518255,4
26741,E01022239,7,7,33.7020193,29.81116285,-11.54487635,4
17862,E01018541,5,4,26.2160768,23.18966021,-11.54412466,4
22178,E01026151,6,5,29.3767575,25.98548168,-11.54407807,4
20014,E01033412,5,5,27.7499268,24.54657634,-11.5436357,4
9000,E01009567,2,2,20.2481897,17.91137984,-11.54083351,4
4017,E01030255,1,1,16.1057675,14.24728277,-11.53924969,4
23349,E01011413,6,6,30.329375,26.83037936,-11.53665592,4
21732,E01017165,6,5,29.0517961,25.70027615,-11.53636058,4
28712,E01034948,8,7,36.1775601,32.00406172,-11.53615216,4
17995,E01029231,5,4,26.299961,23.26694884,-11.53238274,4
633,E01008796,0,0,9.8528111,8.716571003,-11.53214129,4
19393,E01027397,5,4,27.311759,24.16214325,-11.53208678,4
17912,E01033115,5,4,26.2499203,23.22340825,-11.5296047,4
5467,E01007479,1,1,17.4987937,15.4815852,-11.52770036,4
15395,E01032745,4,3,24.5433592,21.71426027,-11.52694262,4
16479,E01028945,4,4,25.2730059,22.35981131,-11.52690186,4
24971,E01030137,7,6,31.872347,28.1990623,-11.52498966,4
16150,E01005058,4,4,25.0567139,22.16915055,-11.52411029,4
27934,E01008358,8,7,35.1225484,31.07537723,-11.52299977,4
1764,E01002040,0,0,13.032408,11.53075312,-11.52246677,4
18977,E01012575,5,4,26.9880522,23.87853701,-11.52182145,4
30335,E01028217,8,8,38.9915113,34.500773,-11.51722042,4
20973,E01030106,6,5,28.4494949,25.17350943,-11.51509184,4
28090,E01034793,8,7,35.3394098,31.27016718,-11.51474416,4
1224,E01012198,0,0,11.9193167,10.54707412,-11.51276217,4
15402,E01019661,4,3,24.5493788,21.72313336,-11.51249268,4
32284,E01035262,9,9,44.6142236,39.4781624,-11.51216089,4
6714,E01023049,1,1,18.571164,16.43345303,-11.51091539,4
21818,E01010756,6,5,29.1212743,25.76932897,-11.51029758,4
12791,E01028577,3,3,22.7832626,20.16107704,-11.50926276,4
29839,E01016429,8,8,38.0327212,33.65568134,-11.50861606,4
20515,E01018529,6,5,28.1166459,24.88085349,-11.5084581,4
25850,E01013550,7,6,32.7168412,28.95196258,-11.50746369,4
20707,E01032112,6,5,28.252084,25.00209306,-11.50354409,4
28330,E01008352,8,7,35.6727461,31.5695732,-11.50226252,4
20566,E01017197,6,5,28.1487283,24.91106449,-11.50198962,4
12718,E01012574,3,3,22.7344697,20.11966231,-11.50151038,4
31001,E01028087,9,8,40.5033027,35.84539475,-11.50006948,4
9009,E01035075,2,2,20.2539871,17.92489819,-11.49940949,4
15011,E01033696,4,3,24.2839561,21.49157655,-11.49886589,4
8440,E01014443,2,2,19.8546198,17.57158273,-11.49877003,4
24786,E01012595,7,6,31.6963406,28.05243208,-11.49630667,4
21293,E01000848,6,5,28.7120888,25.4116972,-11.49478056,4
5966,E01026808,1,1,17.9394282,15.8775592,-11.49350458,4
31243,E01016192,9,8,41.0952317,36.37208686,-11.49317,4
10942,E01016166,3,2,21.5399969,19.06457391,-11.49221611,4
19773,E01006365,5,5,27.5862832,24.41622645,-11.49142394,4
12374,E01035412,3,3,22.50157,19.91582072,-11.49141717,4
4142,E01009843,1,1,16.2529968,14.38594001,-11.48746178,4
2036,E01007886,0,0,13.5429577,11.98751058,-11.48528376,4
21651,E01005341,6,5,28.9758554,25.64791102,-11.48523255,4
21062,E01020048,6,5,28.5180418,25.2426975,-11.4851655,4
30167,E01034291,8,8,38.6185349,34.18333289,-11.48464596,4
22902,E01003976,6,5,29.9529082,26.51294123,-11.48458422,4
12345,E01018482,3,3,22.4794567,19.89790337,-11.4840557,4
30771,E01016409,9,8,39.9944212,35.40162982,-11.48358006,4
6719,E01008581,1,1,18.579077,16.44561352,-11.48315107,4
11141,E01013754,3,2,21.6815774,19.19187676,-11.48302357,4
16587,E01008622,4,4,25.3499306,22.43960098,-11.48062165,4
26015,E01020436,7,6,32.9025109,29.12577766,-11.47855631,4
1592,E01010822,0,0,12.7095259,11.25071137,-11.47811922,4
13769,E01026204,4,3,23.4486574,20.75726939,-11.47779151,4
27816,E01013255,8,7,34.9498892,30.93854329,-11.47742096,4
2672,E01008612,0,0,14.5119508,12.84650412,-11.47638044,4
33645,E01022859,9,9,62.5862691,55.40364979,-11.47635003,4
3235,E01034309,0,0,15.2230561,13.4762612,-11.47466639,4
21280,E01007339,6,5,28.7009622,25.40765498,-11.47455336,4
4615,E01007626,1,1,16.7167318,14.79864794,-11.4740362,4
4746,E01013140,1,1,16.8335783,14.90219393,-11.47340357,4
10007,E01007067,2,2,20.930127,18.52917561,-11.47127004,4
12580,E01007559,3,3,22.6489778,20.05086717,-11.4712048,4
11766,E01015779,3,2,22.0998953,19.56490832,-11.47058367,4
21198,E01009261,6,5,28.64164,25.35679727,-11.46876622,4
7344,E01005202,2,1,19.0567147,16.87119611,-11.46849614,4
2514,E01002635,0,0,14.2911764,12.65223319,-11.4682176,4
15311,E01034000,4,3,24.4966091,21.68757076,-11.46704969,4
9733,E01003772,2,2,20.7494582,18.37011623,-11.46700771,4
10238,E01019141,3,2,21.0801656,18.66338083,-11.4647333,4
27883,E01008982,8,7,35.0459779,31.02809741,-11.46459802,4
18013,E01018220,5,4,26.3127411,23.29619369,-11.46420816,4
23595,E01030105,6,6,30.5728564,27.06816429,-11.46341077,4
11136,E01019035,3,2,21.6779566,19.19300405,-11.46303867,4
32039,E01034526,9,8,43.6050912,38.60668006,-11.4629072,4
15996,E01015379,4,4,24.9673396,22.10556615,-11.46206803,4
7561,E01005224,2,1,19.206351,17.00518244,-11.46062861,4
1341,E01002039,0,0,12.2050752,10.80633346,-11.46032875,4
17785,E01004044,5,4,26.1631415,23.1647771,-11.46026139,4
31565,E01021415,9,8,41.977634,37.16780379,-11.45807838,4
31301,E01021744,9,8,41.2714136,36.54281787,-11.45731469,4
6389,E01019940,1,1,18.2981408,16.20205497,-11.4551847,4
20200,E01031176,5,5,27.8864815,24.69207011,-11.45505356,4
16184,E01024120,4,4,25.0849496,22.21155494,-11.45465591,4
9654,E01034495,2,2,20.6930449,18.32278019,-11.45440278,4
14040,E01026205,4,3,23.622022,20.91635535,-11.45400104,4
21319,E01007101,6,5,28.7361161,25.44477899,-11.45366024,4
15804,E01008999,4,4,24.8333342,21.98907511,-11.45339192,4
12507,E01011802,3,3,22.5916111,20.00447451,-11.4517578,4
9409,E01027123,2,2,20.527613,18.17690194,-11.45145836,4
6204,E01026414,1,1,18.1445897,16.06693382,-11.45055309,4
20800,E01011609,6,5,28.3178426,25.07594597,-11.44824722,4
23046,E01011049,6,5,30.0579747,26.61694571,-11.44797354,4
17632,E01005055,5,4,26.0544472,23.07181154,-11.4477027,4
1843,E01008899,0,0,13.1721399,11.66431853,-11.4470495,4
598,E01008301,0,0,9.6978634,8.587744212,-11.44704913,4
12371,E01014204,3,3,22.5008867,19.92548189,-11.44579254,4
26374,E01016725,7,6,33.2899983,29.47976669,-11.44557465,4
13557,E01021860,4,3,23.2995613,20.63280537,-11.44551991,4
27912,E01022445,8,7,35.0873898,31.07155722,-11.44523033,4
16183,E01025079,4,4,25.0834258,22.21257551,-11.44520813,4
23086,E01032254,6,5,30.0939492,26.64988199,-11.44438435,4
4919,E01010829,1,1,16.9785863,15.03582969,-11.44239321,4
4896,E01010046,1,1,16.9574368,15.01713339,-11.4421975,4
6456,E01025089,1,1,18.3513945,16.25160417,-11.44212953,4
10227,E01034971,3,2,21.0720624,18.66105187,-11.44173968,4
15457,E01027188,4,3,24.5875978,21.77451002,-11.44108427,4
33084,E01016207,9,9,49.3207187,43.67797232,-11.44092488,4
18373,E01031175,5,4,26.5734589,23.53358597,-11.43950789,4
16567,E01006859,4,4,25.3322016,22.43434813,-11.4394063,4
16531,E01015866,4,4,25.3086276,22.41355639,-11.43906834,4
15110,E01014073,4,3,24.349171,21.56398525,-11.43852393,4
376,E01010294,0,0,8.5723729,7.591915513,-11.43740944,4
7318,E01027152,2,1,19.0304693,16.85403031,-11.43660179,4
16855,E01031146,4,4,25.5148353,22.59686714,-11.43635899,4
8516,E01005223,2,2,19.9086736,17.63215502,-11.43480788,4
26388,E01003076,7,6,33.3092533,29.50069817,-11.43392527,4
16963,E01019069,5,4,25.5774262,22.65334853,-11.43225923,4
9097,E01013197,2,2,20.3200645,17.99723375,-11.4312174,4
2952,E01008611,0,0,14.8726147,13.17251517,-11.4310736,4
7723,E01005228,2,1,19.3255336,17.11660276,-11.43011566,4
13791,E01027394,4,3,23.4603133,20.77888894,-11.4296187,4
25865,E01028340,7,6,32.7302932,28.98980423,-11.42821712,4
649,E01019522,0,0,9.9689165,8.829729052,-11.42739482,4
8742,E01029450,2,2,20.0764982,17.7824755,-11.42640854,4
21790,E01009141,6,5,29.1026905,25.77752178,-11.42564025,4
29363,E01022814,8,7,37.1981872,32.94866446,-11.42400494,4
18059,E01000908,5,4,26.3515242,23.34177251,-11.42154687,4
29555,E01016250,8,8,37.5388182,33.25183489,-11.42013393,4
22759,E01034021,6,5,29.8328196,26.42647206,-11.41812134,4
19550,E01005564,5,4,27.4264041,24.29501666,-11.41741887,4
13090,E01027192,3,3,22.9846193,20.36047147,-11.4169732,4
6296,E01010815,1,1,18.2218812,16.14158771,-11.41645842,4
17684,E01026037,5,4,26.0903515,23.11183626,-11.41615606,4
25589,E01033564,7,6,32.4535416,28.74961543,-11.41301067,4
732,E01019226,0,0,10.3044649,9.128619264,-11.41103053,4
11958,E01014047,3,3,22.2281529,19.69174454,-11.4107923,4
14388,E01012916,4,3,23.8516578,21.13017192,-11.41004915,4
4604,E01013131,1,1,16.7025144,14.79684253,-11.40949093,4
11500,E01005284,3,2,21.9215014,19.42049725,-11.408909,4
30135,E01006091,8,8,38.5643196,34.16540729,-11.4066898,4
29687,E01012663,8,8,37.7639142,33.456308,-11.40667298,4
11887,E01013500,3,2,22.1817725,19.65161309,-11.40647984,4
13444,E01011793,3,3,23.2205232,20.57225207,-11.40487278,4
26067,E01028461,7,6,32.9535733,29.1960871,-11.40236346,4
19544,E01016718,5,4,27.4212675,24.2957051,-11.39831484,4
29434,E01029555,8,7,37.3365561,33.08100633,-11.39781012,4
25636,E01021972,7,6,32.4970026,28.79317391,-11.39744713,4
14241,E01023146,4,3,23.7503747,21.04379583,-11.39594179,4
29417,E01006134,8,7,37.3062148,33.05482058,-11.39594098,4
25906,E01010904,7,6,32.7709412,29.03646333,-11.39569914,4
28808,E01025113,8,7,36.3360561,32.19564598,-11.39477029,4
12237,E01006002,3,3,22.4137675,19.86002669,-11.39362587,4
840,E01012832,0,0,10.7220139,9.500431128,-11.39322131,4
11121,E01003641,3,2,21.66731,19.19892381,-11.39221339,4
4653,E01008874,1,1,16.7490042,14.84098262,-11.39185086,4
30566,E01008990,9,8,39.5658457,35.05873511,-11.3914173,4
11668,E01005229,3,2,22.0440565,19.53297428,-11.39119844,4
12679,E01013580,3,3,22.7152491,20.12778442,-11.3908708,4
24286,E01009426,7,6,31.2040108,27.64973691,-11.39043924,4
23253,E01032952,6,6,30.2508104,26.80551191,-11.38911139,4
2110,E01010609,0,0,13.6486855,12.09431641,-11.38841608,4
21246,E01032880,6,5,28.6743376,25.40951105,-11.38588308,4
10349,E01031609,3,2,21.151617,18.7434282,-11.38536499,4
4623,E01007911,1,1,16.7242955,14.82027681,-11.38474676,4
6312,E01029170,1,1,18.2291366,16.15386053,-11.38439035,4
7483,E01013676,2,1,19.1596263,16.97857052,-11.38360293,4
18928,E01011097,5,4,26.9561151,23.88753879,-11.38359996,4
18713,E01013226,5,4,26.8116754,23.75960534,-11.38336196,4
12364,E01007068,3,3,22.4948583,19.93428695,-11.38291833,4
16284,E01011736,4,4,25.1494809,22.28674936,-11.38286532,4
7676,E01025983,2,1,19.2938352,17.09778875,-11.38211466,4
27120,E01006344,8,7,34.112008,30.2294575,-11.3817706,4
2709,E01013138,0,0,14.5749017,12.91608597,-11.38131675,4
14039,E01034458,4,3,23.6212044,20.93286476,-11.38104389,4
27370,E01025005,8,7,34.4293343,30.51092913,-11.38100764,4
6049,E01016093,1,1,18.0063016,15.95706355,-11.38067156,4
1133,E01002305,0,0,11.6575823,10.33094551,-11.38003366,4
27306,E01025112,8,7,34.347099,30.43859073,-11.37944216,4
29044,E01025484,8,7,36.6776645,32.50405709,-11.37915259,4
11707,E01011734,3,2,22.0682206,19.55711401,-11.37883584,4
26047,E01000792,7,6,32.9325855,29.18562361,-11.37767301,4
27067,E01011198,8,7,34.0513568,30.17718666,-11.37743252,4
20374,E01033802,6,5,28.0061649,24.82027687,-11.3756669,4
17311,E01033195,5,4,25.8248089,22.88726545,-11.3748894,4
6861,E01005261,2,1,18.6892701,16.56339722,-11.37483093,4
4053,E01007908,1,1,16.1453308,14.30890148,-11.37436787,4
8487,E01012583,2,2,19.8909301,17.62858134,-11.37377062,4
19122,E01002212,5,4,27.1084625,24.02522493,-11.37370873,4
8452,E01034869,2,2,19.8615459,17.6026632,-11.37314646,4
20696,E01007095,6,5,28.2480397,25.03573937,-11.3717637,4
8815,E01030062,2,2,20.122383,17.83442286,-11.37022457,4
23876,E01018360,7,6,30.8297575,27.32444343,-11.36990479,4
20035,E01018543,5,5,27.7713413,24.61411642,-11.36864383,4
3204,E01034477,0,0,15.1815996,13.45570266,-11.36834709,4
15913,E01013503,4,4,24.9156136,22.08332299,-11.36753306,4
11430,E01015815,3,2,21.8641531,19.37916801,-11.36556754,4
27658,E01019695,8,7,34.7630487,30.812291,-11.36481938,4
908,E01021236,0,0,10.944126,9.700460841,-11.36376864,4
26770,E01016831,7,7,33.7463977,29.91224872,-11.36165412,4
5097,E01011283,1,1,17.1463443,15.19825832,-11.36152373,4
25990,E01030700,7,6,32.8775004,29.14222706,-11.36118407,4
11279,E01027185,3,2,21.7728088,19.29925895,-11.36072923,4
32198,E01022841,9,9,44.2207819,39.19758041,-11.35936832,4
27068,E01000905,8,7,34.0514611,30.1839044,-11.35797576,4
25236,E01019651,7,6,32.1364609,28.48688511,-11.35649568,4
9261,E01013633,2,2,20.4274299,18.10820479,-11.35348459,4
28206,E01007150,8,7,35.5082191,31.47680685,-11.35346223,4
25031,E01032396,7,6,31.9243331,28.30035992,-11.35175846,4
5454,E01020531,1,1,17.4859757,15.50104354,-11.35156648,4
13671,E01001316,4,3,23.3884396,20.73350519,-11.35148158,4
10404,E01019692,3,2,21.1862263,18.7813444,-11.35115741,4
1864,E01010613,0,0,13.2175102,11.71753448,-11.34839842,4
17582,E01005470,5,4,26.0236076,23.07054314,-11.34763676,4
18717,E01031333,5,4,26.8139638,23.77132752,-11.34720811,4
24747,E01017462,7,6,31.6588269,28.06677067,-11.34614443,4
724,E01017496,0,0,10.285623,9.118707733,-11.34511022,4
2812,E01008690,0,0,14.7067094,13.03827068,-11.3447453,4
20907,E01010741,6,5,28.4003119,25.17857468,-11.34402055,4
23944,E01031946,7,6,30.8831519,27.37986953,-11.34366849,4
25038,E01032255,7,6,31.9332986,28.31091605,-11.34359025,4
23587,E01026957,6,6,30.5676488,27.10063135,-11.34211359,4
11857,E01015809,3,2,22.162847,19.64931175,-11.34121105,4
2298,E01014841,0,0,13.9635755,12.38000501,-11.34072355,4
25103,E01032246,7,6,32.0091844,28.37924271,-11.34031297,4
30459,E01006138,9,8,39.3062372,34.8489523,-11.33989213,4
16151,E01010492,4,4,25.0567663,22.21548526,-11.3393764,4
14166,E01005320,4,3,23.7067091,21.01864963,-11.33881324,4
31225,E01034962,9,8,41.0498937,36.39560277,-11.33813151,4
19128,E01029431,5,4,27.1151255,24.04090943,-11.33764279,4
22444,E01033618,6,5,29.5844932,26.23108775,-11.33501063,4
10305,E01015818,3,2,21.1314345,18.73626296,-11.33463769,4
26028,E01032251,7,6,32.9148051,29.18420058,-11.33412307,4
25452,E01030783,7,6,32.3292667,28.66504276,-11.33407687,4
25104,E01028937,7,6,32.0104003,28.38235483,-11.33395846,4
12782,E01012578,3,3,22.779588,20.19778589,-11.33384024,4
1446,E01010820,0,0,12.4334174,11.02438372,-11.33263395,4
29292,E01008992,8,7,37.0779495,32.87657675,-11.33118957,4
28013,E01006335,8,7,35.2369788,31.24432792,-11.33085472,4
3520,E01019177,1,0,15.5590016,13.79615569,-11.33007089,4
22748,E01009690,6,5,29.8205719,26.44199712,-11.32967802,4
13717,E01019852,4,3,23.4163625,20.76347593,-11.32920013,4
3313,E01019925,0,0,15.3139032,13.57899049,-11.32900401,4
12790,E01014159,3,3,22.782298,20.2015631,-11.32780766,4
5391,E01014217,1,1,17.4313076,15.45677786,-11.32749066,4
5839,E01014693,1,1,17.8444396,15.8231525,-11.32726579,4
22587,E01027843,6,5,29.6880807,26.3259314,-11.32491298,4
7317,E01032832,2,1,19.0299871,16.87496997,-11.3243226,4
23268,E01013468,6,6,30.2664385,26.83907469,-11.3239746,4
7037,E01011349,2,1,18.8290605,16.69701273,-11.32317659,4
4467,E01005467,1,1,16.569819,14.69381266,-11.32182761,4
27697,E01011345,8,7,34.8044806,30.86488535,-11.31921862,4
16670,E01009362,4,4,25.4009516,22.52614715,-11.31770374,4
23909,E01032983,7,6,30.8613537,27.3685791,-11.31763251,4
20929,E01007121,6,5,28.419643,25.20366255,-11.31604801,4
30762,E01030740,9,8,39.9839134,35.4593334,-11.3160009,4
10791,E01013755,3,2,21.4501597,19.02297705,-11.3154526,4
28623,E01030987,8,7,36.0561579,31.97635754,-11.31512783,4
22999,E01016578,6,5,30.0271868,26.62964525,-11.31488466,4
14936,E01024510,4,3,24.2316838,21.48993898,-11.3147103,4
24512,E01028165,7,6,31.4325323,27.87606846,-11.31459536,4
21256,E01031168,6,5,28.6871073,25.44142128,-11.31409309,4
6819,E01008887,2,1,18.6602157,16.54910372,-11.31343825,4
3488,E01006558,1,0,15.5293406,13.77309359,-11.3092182,4
23993,E01003981,7,6,30.9350629,27.43674654,-11.30858008,4
13886,E01019655,4,3,23.5247461,20.86463668,-11.30770726,4
32026,E01013077,9,8,43.5568881,38.63225109,-11.30621867,4
5428,E01013196,1,1,17.4539497,15.48058673,-11.30611124,4
10831,E01008141,3,2,21.4747711,19.04719943,-11.30429592,4
7943,E01025933,2,2,19.4890253,17.28609478,-11.30344122,4
9720,E01034481,2,2,20.742412,18.39793615,-11.30281206,4
24846,E01022885,7,6,31.7648088,28.17460644,-11.30245228,4
4078,E01007715,1,1,16.1698249,14.34236188,-11.30168714,4
26999,E01019579,7,7,33.9886769,30.14750698,-11.30132228,4
4251,E01012171,1,1,16.3781568,14.52735966,-11.30039947,4
22315,E01007060,6,5,29.4808239,26.14940815,-11.30028034,4
7842,E01008891,2,1,19.4220925,17.22734815,-11.30024664,4
6385,E01013128,1,1,18.2918719,16.22486377,-11.30014547,4
24247,E01005393,7,6,31.1705995,27.64840666,-11.29972761,4
31892,E01006191,9,8,43.0935666,38.22414579,-11.29964678,4
3854,E01034308,1,1,15.9322297,14.13216278,-11.29827374,4
23441,E01018397,6,6,30.4246069,26.98717266,-11.29820428,4
14808,E01010751,4,3,24.1572033,21.42841365,-11.29596675,4
12306,E01017806,3,3,22.4596465,19.92266131,-11.29574854,4
31504,E01017401,9,8,41.8011255,37.07950575,-11.29543688,4
14910,E01012645,4,3,24.2151665,21.48099153,-11.29116732,4
10543,E01027355,3,2,21.2773881,18.87497873,-11.29090357,4
17460,E01001176,5,4,25.9416619,23.01273333,-11.29044307,4
9126,E01008998,2,2,20.3329449,18.03739693,-11.28979584,4
9130,E01005569,2,2,20.3348032,18.03907491,-11.28965088,4
26142,E01033805,7,6,33.0158202,29.28850758,-11.28947456,4
29623,E01028470,8,8,37.655261,33.40436519,-11.28898245,4
33264,E01033495,9,9,51.2798054,45.49107099,-11.28852647,4
11808,E01027180,3,2,22.1352543,19.63667927,-11.28776295,4
14108,E01009668,4,3,23.664311,20.99314673,-11.2877331,4
33430,E01012500,9,9,53.9096664,47.82486208,-11.28703761,4
23273,E01010932,6,6,30.2702389,26.85364113,-11.28698648,4
13443,E01019691,3,3,23.2200752,20.59937179,-11.28636918,4
12631,E01003756,3,3,22.681912,20.12199006,-11.28618232,4
14168,E01006884,4,3,23.7073821,21.03182876,-11.28573933,4
30310,E01031822,8,8,38.9230547,34.53040501,-11.28547006,4
20487,E01035043,6,5,28.1006612,24.92946503,-11.28513007,4
22711,E01035559,6,5,29.7950248,26.43273747,-11.28472742,4
10276,E01021136,3,2,21.1104603,18.72826844,-11.28441458,4
30265,E01018505,8,8,38.8169942,34.4369469,-11.28383943,4
1833,E01008857,0,0,13.1433782,11.66031535,-11.28372648,4
31614,E01003745,9,8,42.1121672,37.36055092,-11.28323855,4
21106,E01005736,6,5,28.5540785,25.33247696,-11.28245669,4
1131,E01007369,0,0,11.6479953,10.33390657,-11.28167291,4
14247,E01012010,4,3,23.7534663,21.07416564,-11.27961969,4
30837,E01012549,9,8,40.154687,35.62658482,-11.27664669,4
12127,E01010747,3,3,22.3338044,19.8153498,-11.27642456,4
14581,E01020859,4,3,24.0017128,21.29547184,-11.27519933,4
12133,E01033031,3,3,22.3366619,19.81847233,-11.27379544,4
1505,E01009789,0,0,12.5611683,11.14592801,-11.26678871,4
27508,E01009068,8,7,34.582709,30.68635766,-11.26676149,4
19785,E01007300,5,5,27.5962571,24.48719441,-11.26624772,4
31975,E01006204,9,8,43.374305,38.4884972,-11.2642907,4
27623,E01034985,8,7,34.7203492,30.80986527,-11.26280127,4
17847,E01003645,5,4,26.2070124,23.2554179,-11.26261345,4
11157,E01035124,3,2,21.6936537,19.25071185,-11.26108993,4
33074,E01026288,9,9,49.2353704,43.69124273,-11.26045691,4
17723,E01026206,5,4,26.1229324,23.18189415,-11.25845372,4
12510,E01007826,3,3,22.592983,20.04938543,-11.25835207,4
28168,E01016772,8,7,35.4545569,31.46305584,-11.25807628,4
532,E01008427,0,0,9.4135709,8.353809142,-11.25780821,4
18048,E01031131,5,4,26.3418729,23.37684034,-11.25596714,4
16123,E01002601,4,4,25.039065,22.22107447,-11.25437603,4
7060,E01011286,2,1,18.8449756,16.7243435,-11.25303711,4
4854,E01009323,1,1,16.9229203,15.0186752,-11.25246154,4
19669,E01018510,5,5,27.5098811,24.41453246,-11.25177035,4
7756,E01030270,2,1,19.3508398,17.17370883,-11.25083457,4
30521,E01011274,9,8,39.4541836,35.01548704,-11.25025574,4
33667,E01027591,9,9,63.9210995,56.73021151,-11.24963126,4
4700,E01009514,1,1,16.7967674,14.90739144,-11.24844988,4
19397,E01011006,5,4,27.3143244,24.24218386,-11.24736053,4
21123,E01034938,6,5,28.5660109,25.35325189,-11.24678913,4
28273,E01019597,8,7,35.6041284,31.59991433,-11.24648813,4
829,E01010612,0,0,10.6807357,9.479556335,-11.24622309,4
18515,E01011630,5,4,26.6705552,23.67134997,-11.2453798,4
33446,E01018199,9,9,54.3293702,48.22018747,-11.24471481,4
5248,E01006545,1,1,17.3124079,15.36574198,-11.24433947,4
7494,E01005568,2,1,19.1632716,17.00958213,-11.23863148,4
6237,E01027231,1,1,18.170003,16.1280943,-11.23780056,4
31287,E01012664,9,8,41.2178774,36.58613932,-11.2372067,4
32820,E01006193,9,9,47.2384116,41.93083236,-11.23572759,4
24397,E01004989,7,6,31.3239952,27.80462289,-11.23538771,4
10809,E01012205,3,2,21.4614946,19.05030209,-11.23497015,4
23758,E01009066,7,6,30.7257556,27.27433303,-11.23299494,4
3311,E01024575,0,0,15.3126268,13.59259392,-11.23277478,4
18201,E01031171,5,4,26.4519614,23.4810201,-11.2314594,4
22333,E01009431,6,5,29.4966506,26.18374899,-11.23145017,4
4132,E01014526,1,1,16.2424827,14.41832574,-11.23077666,4
